auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
gridstor__owner-1__goldman-sachs-asset-management,20246,GridStor,United States,1,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,2022,2022,,Active,close,none,,"Dec 20, 2022 | Financing | GridStor said Goldman Sachs Asset Management had invested in the battery-storage platform.",,https://gridstor.com/ | https://gridstor.com/about-us/ | https://gridstor.com/gridstor-featured-in-goldman-sachs-sustainability-report/ | https://gridstor.com/gridstor-announces-acquisition-of-oklahoma-battery-energy-storage-project-from-black-mountain-energy-storage/ | https://gridstor.com/news-insights/,,,
imon-communications__owner-1__goldman-sachs-asset-management,20276,ImOn Communications,United States,1,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,2022,2022,,Active,close,none,,"Feb 17, 2022 | Acquisition | ImOn announced it would be acquired by Goldman Sachs Asset Management. || Apr 22, 2022 | Acquisition | Goldman Sachs Asset Management completed its acquisition of ImOn Communications.",,https://www.imon.net/ | https://www.imon.net/imon-difference/news-events/imon-be-acquired-goldman-sachs-asset-management | https://www.imon.net/imon-difference/news-events/goldman-sachs-acquisition-imon-communications-closes | https://www.dubuquechamber.com/press-room/press-releases/goldman-sachs-acquisition-of-imon-communications-closes,,,
liquid-environmental-solutions-les__owner-1__goldman-sachs-asset-management,20306,Liquid Environmental Solutions (LES),United States,1,Goldman Sachs Asset Management,Infrastructure at Goldman Sachs Alternatives,2025,2025,,Active,close,none,,"Jul 22, 2025 | Acquisition | Goldman Sachs Alternatives announced a definitive agreement to acquire LES from Audax Private Equity. || Sep 2, 2025 | Acquisition | Infrastructure at Goldman Sachs Alternatives acquired LES from Audax Private Equity.",,https://www.liquidenviro.com/ | https://www.liquidenviro.com/about-us/our-story | https://www.liquidenviro.com/locations | https://am.gs.com/en-gb/advisors/news/press-release/2025/liquid-environmental-solutions | https://hl.com/about-us/transactions/liquid-environmental-solutions-audax-goldman-sachs-alternatives/,,,
synagro-technologies__owner-1__goldman-sachs-asset-management,20336,Synagro Technologies,United States / Canada,1,Goldman Sachs Asset Management,West Street Infrastructure Partners III,2020,2020,,Active,close,none,,"Sep 23, 2020 | Acquisition | EQT Infrastructure announced an agreement to sell Synagro to West Street Infrastructure Partners III. || Dec 18, 2020 | Acquisition | Synagro closed the sale by EQT Infrastructure to Goldman Sachs West Street Infrastructure Partners III.",,https://www.synagro.com/ | https://www.synagro.com/2020/12/22/eqt-infrastructure-closes-sale-of-synagro-to-goldman-sachs-west-street-infrastructure-partners-iii/ | https://www.synagro.com/2020/09/23/eqt-infrastructure-to-sell-synagro/,,,
synthica-energy__owner-1__goldman-sachs-asset-management,20366,Synthica Energy,United States,1,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,2023,2023,,Active,close,none,,"Aug 7, 2023 | Financing | Synthica announced it had closed on a large equity investment from the Infrastructure Business within Goldman Sachs Asset Management.",,https://synthica.com/ | https://www.prnewswire.com/news-releases/synthica-energy-announces-equity-investment-from-the-infrastructure-business-within-goldman-sachs-asset-management-301894767.html | https://www.stblaw.com/about-us/news/view/2023/08/09/infrastructure-funds-affiliated-with-goldman-sachs-asset-management-make-an-equity-investment-in-synthica-energy,,,
123net__owner-1__grain,20394,123NET,United States,1,Grain,n.a.,2024,2024,,Active,close,none,,"Apr 22, 2024 | Acquisition | Grain Management announced an agreement to acquire a majority interest in 123NET. || Jul 21, 2024 | Acquisition | Grain Management completed its previously announced acquisition of a majority investment in 123NET.",,https://graingp.com/news/grain-management-invests-in-leading-michigan-based-telecom-provider-123net/ | https://www.123.net/news/grain-management-and-123net-complete-investment-transaction/ | https://www.bankstreet.com/transactions/123-net-has-entered-into-a-definitive-agreement-to-receive-a-majority-investment-from-grain-management/,,,
55-hereford-street__owner-1__grain,20422,55 Hereford Street,Canada,1,Grain,n.a.,2023,2023,,Active,close,none,,"Jun 15, 2023 | Acquisition | Grain Management acquired a majority stake in 55 Hereford Street in partnership with StratCap.",,https://www.prnewswire.com/news-releases/grain-management-acquires-majority-stake-in-toronto-data-center-in-partnership-with-stratcap-301852200.html | https://www.milbank.com/en/news/milbank-advises-grain-management-on-its-joint-venture-with-stratcap-to-acquire-majority-stake-in-toronto-data-center.html | https://www.datacenterdynamics.com/en/news/grain-stratcap-acquire-former-loblaw-data-center-in-canada/ | https://55hdc.com/ | https://www.cbre.ca/people/scott-harper/properties/details/CA-Plus-409241/55h-55-hereford-st-brampton-ontario-l6y-0r3,,,
55-hereford-street__owner-2__grain,20422,55 Hereford Street,Canada,2,Grain,n.a.,2023,2023,,Active,close,none,,"Jun 15, 2023 | Acquisition | Grain Management acquired a majority stake in 55 Hereford Street in partnership with StratCap.",,https://www.prnewswire.com/news-releases/grain-management-acquires-majority-stake-in-toronto-data-center-in-partnership-with-stratcap-301852200.html | https://www.milbank.com/en/news/milbank-advises-grain-management-on-its-joint-venture-with-stratcap-to-acquire-majority-stake-in-toronto-data-center.html | https://www.datacenterdynamics.com/en/news/grain-stratcap-acquire-former-loblaw-data-center-in-canada/ | https://55hdc.com/ | https://www.cbre.ca/people/scott-harper/properties/details/CA-Plus-409241/55h-55-hereford-st-brampton-ontario-l6y-0r3,,,
aws-1-a-block-license__owner-1__grain,20451,AWS-1 A-Block License,United States,1,Grain,n.a.,2013,2013,,Active,transactional_unspecified,none,,"Jan 25, 2013 | Acquisition | Verizon disclosed that Grain Management was acquiring an AWS license covering Dallas, Texas from AT&T.",,https://graingp.com/investments/ | https://www.verizon.com/about/system/files/quarterly-report-bulletins/vz_2013_q1_quarterly_bulletin.pdf | https://www.fcc.gov/document/att-verizon-wireless-grain-transactions-approved | https://www.lightreading.com/network-technology/at-t-strikes-1-9b-spectrum-deal-with-verizon,,,
cincinnati-bell-wireless-spectrum-licenses__owner-1__grain,20479,Cincinnati Bell Wireless spectrum licenses,United States,1,Grain,n.a.,2014,2014,,Active,announced,none,,"Apr 7, 2014 | Acquisition | Cincinnati Bell announced that Verizon would assign its rights to acquire the wireless spectrum licenses to Grain Management.",,https://graingp.com/investments/ | https://graingp.com/news/cincinnati-bell-to-sell-wireless-spectrum-licenses/ | https://graingp.com/news/verizon-wireless-to-buy-cincinnati-bells-aws-spectrum/ | https://www.altafiber.com/about-us/news/cincinnati-bell-to-sell-wireless-spectrum-licenses,,,
great-plains-communications__owner-1__grain,20507,Great Plains Communications,United States,1,Grain,n.a.,2018,2018,,Active,close,none,,"Oct 17, 2018 | Acquisition | Grain Management completed its acquisition of Great Plains Communications.",,https://gpcom.com/about-us/ | https://gpcom.com/about-us/news/ | https://graingp.com/news/leading-private-equity-firm-completes-acquisition-of-the-largest-privately-owned-telecommunications-provider-in-nebraska/ | https://graingp.com/news/grain-management-backed-great-plains-communications-completes-acquisition-of-usa-communications/,,,
lightriver__owner-1__grain,20537,LightRiver,United States,1,Grain,n.a.,2022,2022,,Active,close,none,,"Apr 4, 2022 | Acquisition | Grain Management acquired LightRiver’s technologies and software entities.",,https://lightriver.com/grain-management-announces-acquisition-of-lightriver/ | https://www.prnewswire.com/news-releases/grain-management-announces-acquisition-of-lightriver-301516785.html | https://graingp.com/investments/ | https://www.jsa.net/lightriver-acquired-by-leading-private-investment-firm/,,,
network-wireless-solutions__owner-1__grain,20565,Network Wireless Solutions,United States,1,Grain,n.a.,2021,2021,,Active,close,none,,"Jun 2, 2021 | Acquisition | Grain Management acquired Network Wireless Solutions.",,https://graingp.com/news/grain-management-announces-acquisition-of-nws/ | https://nwsnext.com/blog/grain-management-backed-network-wireless-solutions-nws-acquires-gap-wireless/ | https://www.harriswilliams.com/our-insights/harris-williams-advises-network-wireless-solutions-its-sale-grain-management-llc | https://graingp.com/investments/,,,
newlevel__owner-1__grain,20594,NewLevel,United States,1,Grain,n.a.,2017,2017,,Active,close,none,,2017 | Acquisition | Grain's NewLevel platform acquired 26 low-band 600 MHz licenses through the FCC broadcast incentive auction.,,https://graingp.com/investments/ | https://graingp.com/news/grain-management-enters-exclusive-arrangement-to-acquire-800-mhz-spectrum-portfolio-from-t-mobile-with-plan-to-support-critical-utility-communications/ | https://docs.fcc.gov/public/attachments/DA-25-429A1.pdf | https://www.t-mobile.com/news/business/t-mobile-finalizing-sale-of-800-mhz-to-grain,,,
newlevel-ii-l-p__owner-1__grain,20625,"NewLevel II, L.P.",United States,1,Grain,n.a.,2021,2021,,Active,announced,none,,"Feb 24, 2021 | Acquisition | FCC announced Auction 107 results showing Grain-sponsored NewLevel II as a winning bidder for approximately US$1.277 billion of C-band licenses.",,https://graingp.com/investments/ | https://docs.fcc.gov/public/attachments/DOC-370267A1.pdf | https://docs.fcc.gov/public/attachments/DA-21-207A2.pdf | https://www.fcc.gov/auction/107,,,
newlevel-iii-l-p__owner-1__grain,20652,"NewLevel III, L.P.",United States,1,Grain,n.a.,2022,2022,,Active,close,none,,"2022 | Financing | Grain invested in NewLevel III, L.P. through FCC Auction 110 license portfolio.",,https://graingp.com/investments/ | https://docs.fcc.gov/public/attachments/DA-22-39A3_Rcd.pdf | https://auctiondata.fcc.gov/public/projects/auction110 | https://dgtlinfra.com/3-45-ghz-auction-110-results/,,,
quintillion__owner-1__grain,20679,Quintillion,United States,1,Grain,n.a.,2024,2024,,Active,close,none,,"Feb 2024 | Acquisition | The FCC approved transfer of control related to the acquisition. || Feb 15, 2024 | Acquisition | Grain Management completed its acquisition of Quintillion.",,https://graingp.com/news/grain-management-acquires-quintillion-to-accelerate-broadband-expansion-in-alaska/ | https://graingp.com/news/grain-management-completes-acquisition-of-american-arctic-fiber-provider-quintillion/ | https://docs.fcc.gov/public/attachments/DA-24-122A1.pdf,,,
ritter-communications__owner-1__grain,20706,Ritter Communications,United States,1,Grain,n.a.,2019,2019,,Active,close,none,,"Nov 1, 2019 | Acquisition | Grain Management completed its acquisition of a majority stake in Ritter Communications in partnership with E. Ritter and Company.",,https://www.rittercommunications.com/about | https://graingp.com/news/grain-management-finalizes-partnership-with-ritter-communications/ | https://www.rittercommunications.com/newsroom/all | https://www.rittercommunications.com/newsroom/ritter-communications-secures-upsized-590-million-for-continued-network-expansion,,,
spectrotel__owner-1__grain,20736,Spectrotel,United States,1,Grain,n.a.,2023,2023,,Active,close,none,,"Jan 19, 2023 | Acquisition | Grain Management completed its acquisition of Spectrotel.",,https://www.spectrotel.com/resource-center/press-releases/detail/2023/01/18/grain-management-announces-acquisition-of-spectrotel | https://www.prnewswire.com/news-releases/grain-management-announces-acquisition-of-spectrotel-301725760.html | https://www.spectrotel.com/resource-center/press-releases,,,
summit-broadband__owner-1__grain,20762,Summit Broadband,United States,1,Grain,n.a.,2020,2020,,Active,close,none,,"Jan 22, 2020 | Acquisition | Grain Management completed the acquisition of a majority interest in Summit Broadband from Cable Bahamas.",,https://summit-broadband.com/about-us/ | https://summit-broadband.com/about-us/our-network/ | https://graingp.com/news/grain-management-completes-acquisition-of-summit-broadband/ | https://summit-broadband.com/news-and-updates/summit-broadband-secures-additional-100-million-for-florida-expansion/,,,
tower-investments-i__owner-1__grain,20793,Tower Investments I,United States,1,Grain,n.a.,2026,2026,,Active,transactional_unspecified,none,,2026 | Financing | Grain identifies Tower Investments I as an active digital portfolio company.,,https://graingp.com/investments/ | https://graingp.com/ | https://www.linkedin.com/company/grain-management-llc/,,,
arc__owner-1__h-i-g-capital,20818,ARC,United States,1,H.I.G. Capital,n.a.,2024,2024,,Active,close,none,,2024 | Financing | H.I.G. Capital / H.I.G. Infrastructure invested in ARC.,,https://arcwastecompactors.com/ | https://hig.com/portfolio/arc/ | https://higinfrastructure.com/portfolio/arc/,,,
best-trash__owner-1__h-i-g-capital,20843,Best Trash,United States,1,H.I.G. Capital,n.a.,2024,2024,,Active,close,none,,"Jul 11, 2024 | Acquisition | H.I.G. Capital / H.I.G. Infrastructure completed the acquisition of Best Trash.",,https://best-trash.com/about/ | https://hig.com/news/h-i-g-infrastructure-completes-acquisition-of-best-trash/ | https://best-trash.com/,,,
greenflash-infrastructure__owner-1__h-i-g-capital,20871,Greenflash Infrastructure,United States,1,H.I.G. Capital,n.a.,2024,2024,,Active,close,none,,"Sep 25, 2024 | Acquisition | H.I.G. Capital / H.I.G. Infrastructure acquired a controlling interest in Greenflash Infrastructure.",,https://gfinfra.com/ | https://gfinfra.com/about/ | https://hig.com/news/h-i-g-infrastructure-invests-in-greenflash/,,,
north-america-central-school-bus__owner-1__h-i-g-capital,20897,North America Central School Bus,United States / Canada,1,H.I.G. Capital,n.a.,2021,2021,,Active,close,none,,"Aug 2, 2021 | Acquisition | H.I.G. Capital / H.I.G. Infrastructure acquired North America Central School Bus.",,https://northamericacentral.com/ | https://hig.com/news/h-i-g-infrastructure-acquires-north-america-central-school-bus/ | https://hig.com/portfolio/north-america-central-school-bus/ | https://www.gryphon-inv.com/news/gryphon-junior-capital-makes-investment-in-north-america-central-school-bus/,,,
