recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-B690E7301AE1,cmrxpkafz029zivhe2ryo1tzy,JFK New Terminal One,United States,Swiss Life,n.a.,n.a.,2022,,DISCLOSED,HIGH,"Swiss Life GIO III Co-Invest / JLC Infrastructure Fund I, L.P.","Swiss Life GIO III Co-Invest / JLC Infrastructure Fund I, L.P.",,,,Swiss Life reporting identifies its New Terminal One exposure as a GIO III co-investment alongside JLC Infrastructure Fund I.,https://www.swisslife-am.com/en/home/media/news/corporate/company-news/2022/0729_jfk_t1.html; https://www.ullico.com/ullico-reaches-financial-close-as-part-of-consortium-developing-new-terminal-one-at-jfk-airport/; https://www.portauthoritybuilds.com/redevelopment/us/en/jfk/planned-projects/terminal-1/news/the-new-terminal-one-at-jfk-successfully-concludes--1-37-billion.html; https://www.panynj.gov/port-authority/en/press-room/press-release-archives/2022-press-releases/governor-hochul-announces-construction-of-a--9-5-billion-new-ter0.html; https://www.ferrovial.com/en/business/projects/new-terminal-one-jfk-international-airport/; https://ch.swisslife-am.com/content/dam/slam/documents_publications/investment_foundation/de/r/d_ast_sl_jahresbericht_2022_2023.pdf,n.a.,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-7701A87C0F2D,cmrxpk12y01vdivhegrjiz5hb,JFK Terminal 6 Redevelopment,United States,Fengate Asset Management,n.a.,n.a.,2020,,INFERRED,LOW,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,Fengate Infrastructure Yield Fund,"Estimated by preserving the existing curated link to Fengate Infrastructure Yield Fund; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://fengate.com/investments/jfk-terminal-6-redevelopment; https://www.vantagegroup.com/hub/jfk-millennium-partners-completes-nearly-2b-bond-issuance-for-jfk-terminal-6-redevelopment-including-1-85b-in-green-bonds/; https://www.portauthoritybuilds.com/redevelopment/us/en/jfk/planned-projects/terminal-6.html; https://fengate.com/transportation,n.a.,false,SET_INFERRED,NONE
OFA-41A0A82F916F,cmrxpk6vz024eivheo72mi254,"JH Symphony Renewables, LLC",United States,Manulife Investment Management,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,2019,,DISCLOSED,HIGH,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Matched supplemental ownership detail: Firm: Manulife Investment Management | Fund: Manulife Infrastructure Fund I | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.,https://www.prnewswire.com/news-releases/duke-energy-completes-sale-of-minority-interest-in-its-commercial-renewable-energy-portfolio-to-john-hancock-300913096.html; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity; https://interchange.puc.texas.gov/Documents/49507_1_1016671.PDF; https://interchange.puc.texas.gov/Documents/49507_9_1027169.PDF; https://interchange.puc.texas.gov/Search/Filings?ControlNumber=49507,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-B19C4B06B7B7,cmrxpk6wk024fivhew7rlsohb,JH Transport Portfolio,United States,Manulife Investment Management,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,2021,,DISCLOSED,HIGH,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Manulife Infrastructure Fund I,Matched supplemental ownership detail: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/direct-infrastructure-equity; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/partners; https://www.manulifeim.com/institutional/global/en/strategies/private-markets/infrastructure/infrastructure-team,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-0B6527BFCBD2,cmrxpjp4x01cdivherv8ravmx,JVR Energy Park,United States,Acadia Infrastructure Capital,Preferred Equity,Preferred Equity,2025,,DIRECT_PROGRAM,MEDIUM,,,,,,"Disclosure identifies a generic vehicle, account, client pool, or transaction structure rather than an exact fund.",https://www.prnewswire.com/news-releases/baywa-re-secures-416m-funding-for-jvr-energy-park-expected-to-be-operational-in-fall-2026-302636735.html; https://us.baywa-re.com/en/projects/local-projects/jvr-energy-park; https://us.baywa-re.com/en,Disclosed but generic,false,SET_DIRECT_PROGRAM,NONE
OFA-27A29A55E262,cmrxpjyht01rfivheqr8qfsdl,JW Water Holdings,United States,CVC DIF,DIF Infrastructure VII,DIF Infrastructure VII,2024,,DISCLOSED,HIGH,DIF Infrastructure VII,DIF Infrastructure VII,DIF Infrastructure VII,DIF Infrastructure VII,DIF Infrastructure VII,Matched supplemental ownership detail: Firm: CVC DIF | Fund: DIF Infrastructure VII | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.cvc.com/media/news/2024/2024-11-21-cvc-dif-acquires-a-portfolio-of-us-regulated-water-and-wastewater-utilities/; https://www.pillsburylaw.com/en/news-and-insights/cvc-dif-strategic-acquisition-arizona-water-wastewater-sector.html; https://www.bluefieldresearch.com/research/pe-firm-cvc-lands-deal-in-arizona-utility-market/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-337EE0CADD9C,cmrxpk3m701zcivherwvzvuzl,Jack D. Weiler Hospital Lease P3,United States,Harrison Street,Social Infrastructure Fund,Social Infrastructure Fund,2021,,DISCLOSED,HIGH,Social Infrastructure Fund,Social Infrastructure Fund,,,,Matched supplemental ownership detail: Firm: Harrison Street | Fund: Social Infrastructure Fund | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://harrisonst.com/harrison-street-monetizes-lease-for-bronx-hospital/; https://montefioreeinstein.org/; https://www.yu.edu/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-41AA684DAC20,cmrxpk13c01veivhe7pq77vr9,Jim Pattison Outpatient Care and Surgery Centre,Canada,Fengate Asset Management,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,2014,,INFERRED,MEDIUM,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,Fengate Infrastructure Fund IV,"Estimated by preserving the existing curated link to Fengate Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.50, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.broward.org/Purchasing/Documents/RLIRFPAgendaInformationNew/PNC2122559R1/PNC2122559R1%20B%20-%20Submittal%20-%20Civic%20Unity%20Partners%20%28CUP%29.pdf; https://www.infrastructurebc.com/project/jim-pattison-outpatient-care-and-surgery-centre-2/; https://www.fraserhealth.ca/Service-Directory/Locations/Surrey/jim-pattison-outpatient-care-and-surgery-centre; https://news.gov.bc.ca/releases/2011HLTH0029-000610; https://kasian.com/project/jim-pattison-centre/,Needs user review,false,SET_INFERRED,NONE
OFA-151E2FF5CFE7,cmrxpjt2j01iqivhe2v5hofqg,Jimmie Creek Hydroelectric Project,Canada,Axium Infrastructure,Axium Managed Funds,Axium Managed Funds,2014,,INFERRED,LOW,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,"Estimated by preserving the existing curated link to AxInfra Fund I-IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.axiuminfra.com/2014/04/24/april-24-2014-alterra-power-and-fiera-axium-announce-partnership-for-jimmie-creek-hydro-project/?lang=en; https://www.axiuminfra.com/2016/08/03/august-3-2016-axium-and-alterra-power-begin-commercial-operations-at-the-jimmie-creek-project/?lang=en; https://www.innergex.com/en/sites/jimmie-creek; https://files.innergex.com/files/documents/Q4-2024-ENGLISH.pdf,Disclosed but generic,false,SET_INFERRED,NONE
OFA-3B090FB40A91,cmrxpjyha01reivhe4e75cb44,"Joink, LLC",United States,CVC DIF,DIF CIF II,DIF CIF II,2021,,DISCLOSED,HIGH,DIF CIF II,DIF CIF II,DIF CIF II,DIF CIF II,DIF CIF II,Matched supplemental ownership detail: Firm: CVC DIF | Fund: DIF CIF II | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.dif.eu/news/dif-capital-partners-to-invest-in-us-fiber-platform-joink/; https://www.joink.com/; https://www.joink.com/about-us/; https://dgtlinfra.com/dif-capital-fiber-fixed-wireless-joink/; https://www.mintz.com/insights-center/news-press/mintz-takes-lead-joink-its-purchase-fiber-optics-business-cti,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-8D718E7A2C66,cmrxpk926027vivhejylucp4f,Junction City Biomethane,United States,Quinbrook Infrastructure,n.a.,n.a.,2025,,INFERRED,MEDIUM,Quinbrook Net Zero Power Fund (NZPF),Quinbrook Net Zero Power Fund (NZPF),Quinbrook Net Zero Power Fund (NZPF),Quinbrook Net Zero Power Fund (NZPF),Quinbrook Net Zero Power Fund (NZPF),"Estimated by preserving the existing curated link to Quinbrook Net Zero Power Fund (NZPF); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2024 is 1 years before investment, North America-relevant mandate.",https://www.quinbrook.com/portfolio/junction-city-biomethane/; https://www.nwnatural.com/about-us/environment/renewable-natural-gas; https://shellenergy.com/products-and-services/renewable-solutions/renewable-natural-gas,n.a.,false,SET_INFERRED,NONE
OFA-E246BCBBE196,cmrxpju9r01koivhe4bl83vdo,Jupiter Power,United States,BlackRock,Diversified Infrastructure,Diversified Infrastructure,2022,,DISCLOSED,HIGH,Diversified Infrastructure,Diversified Infrastructure,,,,Matched supplemental ownership detail: Firm: BlackRock | Fund: Diversified Infrastructure | Ownership Interest: 100% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.jupiterpower.io/post/encap-investments-sells-jupiter-power-to-blackrock; https://www.jupiterpower.io/; https://www.jupiterpower.io/post/jupiter-power-secures-500-million-in-upsized-corporate-credit-facility-to-accelerate-portfolio-expansion; https://www.jupiterpower.io/post/jupiter-power-announces-652-megawatt-hours-of-battery-storage-projects,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-29A01951AC04,cmrxpjt3701irivhe8sn15l8h,K2 Wind Facility,Canada,Axium Infrastructure,Axium Managed Funds,Axium Managed Funds,2016,,INFERRED,LOW,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,"Estimated by preserving the existing curated link to AxInfra Fund I-IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.axiuminfra.com/2016/08/09/august-9-2016-consortium-composed-of-axium-infrastructure-alberta-teachers-retirement-fund-board-and-manulife-financial-corporation-completes-acquisiton-of-interest-in-270-mw-wind-facili/?lang=en; https://www.axiuminfra.com/2019/01/14/december-31-2018-axium-infrastructure-consortium-acquires-additional-equity-interest-in-a-270-mw-wind-facility-in-ontario/?lang=en; https://www.axiuminfra.com/wp-content/uploads/2019/01/Press-Release_Axium-Consortium-acquires-additional-interest-in-K2-Wind_31_12_18.pdf; https://www.axiuminfra.com/portfolio-assets/?lang=en,Disclosed but generic,false,SET_INFERRED,NONE
OFA-F6760FB4221A,cmrxpka4r029hivhet9r7jm95,KAPS,Canada,Stonepeak,n.a.,n.a.,2023,,INFERRED,LOW,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,Stonepeak Infrastructure Fund IV,"Estimated by preserving the existing curated link to Stonepeak Infrastructure Fund IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 3 years before investment, North America-relevant mandate.",https://stonepeak.com/news/stonepeak-to-acquire-interest-in-kaps; https://stonepeak.com/press-releases/stonepeak-completes-acquisition-of-interest-in-kaps; https://www.keyera.com/operations/pipelines-and-processing/kaps-pipeline-system; https://www.keyera.com/news-and-stories/news-releases/keyera-celebrates-the-completion-of-the-kaps-pipeline/,n.a.,false,SET_INFERRED,NONE
OFA-D1A837441AE2,cmrxpk43z0204ivhe4mvag3xx,KIO Networks,Mexico,I Squared Capital,ISQ Global Infrastructure Fund III,ISQ Global Infrastructure Fund III,2021,,DISCLOSED,HIGH,ISQ Global Infrastructure Fund III,ISQ Global Infrastructure Fund III,,,,Matched supplemental ownership detail: Firm: I Squared Capital | Fund: ISQ Global Infrastructure Fund III | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.businesswire.com/news/home/20211202005216/en/I-Squared-Capital-Acquires-KIO-Networks-a-Leading-Data-Center-and-Digital-Infrastructure-Service-Provider-in-Mexico-and-Central-America; https://kiodatacenters.com/en/newsroom-en/kio-data-centers-launches-qro2-expanding-mexico-s-most-important-digital-hub-for-critical-industries; https://kiodatacenters.com/en/; https://disclosures.ifc.org/project-detail/SII/45608/project-kio; https://www.sec.gov/Archives/edgar/data/1821358/000182135821000001/xslFormDX08/primary_doc.xml,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-54DAD1A9B50E,cmrxpk37z01yqivhe1ht4yh1s,"Kalaeloa Partners, L.P.",United States,Harbert Management Corp (Harbert Infra / Gulf Pacific),Harbert Infrastructure Fund VI,Harbert Infrastructure Fund VI,2023,,DISCLOSED,HIGH,Harbert Infrastructure Fund VI,Harbert Infrastructure Fund VI,,,,Matched supplemental ownership detail: Firm: Harbert Management Corporation | Fund: Harbert Infrastructure Fund VI | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://nj.pseg.com/newsroom/newsrelease368; https://www.harbert.net/; https://www.ililani.media/2025/03/kalaeloa-partners-owner-acquires.html,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-FC74E3AC56CA,cmrxpkb2802b1ivheaicwj5wg,Kawailoa Wind,United States,Ullico,UIF,UIF,2013,,DISCLOSED,HIGH,UIF,UIF,,,,Matched supplemental ownership detail: Firm: Ullico | Fund: UIF | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.windpowerengineering.com/ullico-invests-in-wind-and-solar-projects/; https://www.ullico.com/uif-portfolio/; https://www.utilitydive.com/news/investment-firm-ullico-buys-24-stake-in-13-gw-renewables-portfolio/541604/; https://www.cincinnati-oh.gov/sites/retirement/assets/Committee%20Meetings/Investment/Packet/2021/Investment-Packet-8-5-21.pdf,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-E0DA5B87B5A2,cmrxpjpoa01daivhe4wphiry5,Kelly Creek Wind Project,United States,Allianz Global Investors,n.a.,n.a.,2017,,DIRECT_PROGRAM,HIGH,,,,,,Matched supplemental ownership detail: Firm: Allianz Capital Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.,https://www.allianzcapitalpartners.com/-/media/allianzgi/globalagi/acp/documents/news/2017/acp-press-release-kelly-creek.pdf; https://www.edf-re.com/project/kelly-creek-wind/; https://www.edf-re.com/press-release/edf-renewable-energy-announces-commercial-operation-kelly-creek-wind-project/,n.a.,false,SET_DIRECT_PROGRAM,NONE
