company_name,country,current_owner_investment_firm,current_ownership_vehicle,investment_year,verified_fund_vehicle_result,result_status,evidence_urls,evidence_type,confidence,proposed_seed_data_action,notes
Vanguard Renewables,United States,Global Infrastructure Partners,n.a.,2022,n.a.,n.a.,https://www.businesswire.com/news/home/20220720005157/en/Vanguard-Renewables-Announces-Acquisition-by-BlackRock-Real-Assets; https://www.vanguardrenewables.com/our-story; https://www.vanguardrenewables.com/; https://www.vanguardrenewables.com/latest/joint-venture-announcement; https://totalenergies.com/news/press-releases/totalenergies-and-vanguard-renewables-portfolio-company-blackrocks-diversified,press release; manager/company ownership source; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Global Infrastructure Partners | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Vanguard Renewables,United States,BlackRock,n.a.,2022,n.a.,n.a.,https://www.businesswire.com/news/home/20220720005157/en/Vanguard-Renewables-Announces-Acquisition-by-BlackRock-Real-Assets; https://www.vanguardrenewables.com/our-story; https://www.vanguardrenewables.com/; https://www.vanguardrenewables.com/latest/joint-venture-announcement,press release; manager/company ownership source; company/manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: BlackRock | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Avports,United States,Goldman Sachs Asset Management,West Street Infrastructure Partners III,2018,West Street Infrastructure Partners III,Verified fund - missing from funds list,https://forosgroup.com/press_release/aviation-facilities-company-inc-and-afco-avports-management-llc-to-be-acquired-by-infrastructure-investment-funds-managed-by-goldman-sachs-merchant-banking-division/; https://www.avports.com/; https://www.avports.com/about/,press release; company/manager page; supplemental source; manager page,High,"Review adding or aliasing ""West Street Infrastructure Partners III"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners III | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
BrightNight,United States,Goldman Sachs Asset Management,Infrastructure at Goldman Sachs Alternatives,2024,Infrastructure at Goldman Sachs Alternatives,Verified fund - missing from funds list,https://brightnightpower.com/about-us/news-insights/brightnight-closes-440-million-strategic-investment-from-goldman-sachs-alternatives-upsizes-corporate-credit-facility-to-400-million/; https://brightnightpower.com/; https://brightnightpower.com/about-us/contact-us/; https://brightnightpower.com/our-customers/data-centers/,manager/company ownership source; company/manager page; supplemental source; manager page,High,"Review adding or aliasing ""Infrastructure at Goldman Sachs Alternatives"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Alternatives | Fund: Infrastructure at Goldman Sachs Alternatives | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
GridStor,United States,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,2022,West Street Infrastructure Partners IV,Verified fund - missing from funds list,https://gridstor.com/gridstor-featured-in-goldman-sachs-sustainability-report/; https://gridstor.com/gridstor-announces-acquisition-of-oklahoma-battery-energy-storage-project-from-black-mountain-energy-storage/; https://gridstor.com/; https://gridstor.com/about-us/; https://gridstor.com/news-insights/,manager/company ownership source; transaction source; company/manager page; supplemental source,High,"Review adding or aliasing ""West Street Infrastructure Partners IV"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners IV | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
ImOn Communications,United States,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,2022,West Street Infrastructure Partners IV,Verified fund - missing from funds list,https://www.imon.net/imon-difference/news-events/imon-be-acquired-goldman-sachs-asset-management; https://www.dubuquechamber.com/press-room/press-releases/goldman-sachs-acquisition-of-imon-communications-closes; https://www.imon.net/imon-difference/news-events/goldman-sachs-acquisition-imon-communications-closes; https://www.imon.net/,press release; manager/company ownership source; transaction source; supplemental source; manager page,High,"Review adding or aliasing ""West Street Infrastructure Partners IV"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners IV | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Liquid Environmental Solutions (LES),United States,Goldman Sachs Asset Management,Infrastructure at Goldman Sachs Alternatives,2025,Infrastructure at Goldman Sachs Alternatives,Verified fund - missing from funds list,https://am.gs.com/en-gb/advisors/news/press-release/2025/liquid-environmental-solutions; https://hl.com/about-us/transactions/liquid-environmental-solutions-audax-goldman-sachs-alternatives/; https://www.liquidenviro.com/; https://www.liquidenviro.com/about-us/our-story; https://www.liquidenviro.com/locations,press release; manager/company ownership source; company/manager page; supplemental source,High,"Review adding or aliasing ""Infrastructure at Goldman Sachs Alternatives"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Alternatives | Fund: Infrastructure at Goldman Sachs Alternatives | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Synagro Technologies,United States / Canada,Goldman Sachs Asset Management,West Street Infrastructure Partners III,2020,West Street Infrastructure Partners III,Verified fund - missing from funds list,https://www.synagro.com/2020/09/23/eqt-infrastructure-to-sell-synagro/; https://www.synagro.com/2020/12/22/eqt-infrastructure-closes-sale-of-synagro-to-goldman-sachs-west-street-infrastructure-partners-iii/; https://www.synagro.com/,press release; manager/company ownership source; company/manager page; supplemental source; manager page,High,"Review adding or aliasing ""West Street Infrastructure Partners III"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners III | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Synthica Energy,United States,Goldman Sachs Asset Management,West Street Infrastructure Partners IV,2023,West Street Infrastructure Partners IV,Verified fund - missing from funds list,https://www.prnewswire.com/news-releases/synthica-energy-announces-equity-investment-from-the-infrastructure-business-within-goldman-sachs-asset-management-301894767.html; https://www.stblaw.com/about-us/news/view/2023/08/09/infrastructure-funds-affiliated-with-goldman-sachs-asset-management-make-an-equity-investment-in-synthica-energy; https://synthica.com/; https://synthica.com/goldman-sachs-invests-in-synthica-energy/,press release; company/manager page; supplemental source; manager page,High,"Review adding or aliasing ""West Street Infrastructure Partners IV"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Goldman Sachs Asset Management | Fund: West Street Infrastructure Partners IV | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
123NET,United States,Grain,n.a.,2024,n.a.,n.a.,https://graingp.com/news/grain-management-invests-in-leading-michigan-based-telecom-provider-123net/; https://www.123.net/news/grain-management-and-123net-complete-investment-transaction/; https://www.bankstreet.com/transactions/123-net-has-entered-into-a-definitive-agreement-to-receive-a-majority-investment-from-grain-management/,press release; manager/company ownership source; supporting source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Grain Management | Fund: Not publicly disclosed. | Ownership Interest: Majority stake. Supplemental detail states the fund was not publicly disclosed.
55 Hereford Street,Canada,Grain,n.a.,2023,n.a.,n.a.,https://www.prnewswire.com/news-releases/grain-management-acquires-majority-stake-in-toronto-data-center-in-partnership-with-stratcap-301852200.html; https://55hdc.com/; https://www.milbank.com/en/news/milbank-advises-grain-management-on-its-joint-venture-with-stratcap-to-acquire-majority-stake-in-toronto-data-center.html; https://www.datacenterdynamics.com/en/news/grain-stratcap-acquire-former-loblaw-data-center-in-canada/,press release; company/manager page; supporting source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Grain Management | Fund: Not publicly disclosed. | Ownership Interest: Majority stake. Supplemental detail states the fund was not publicly disclosed.
55 Hereford Street,Canada,Grain,n.a.,2023,n.a.,n.a.,https://www.prnewswire.com/news-releases/grain-management-acquires-majority-stake-in-toronto-data-center-in-partnership-with-stratcap-301852200.html; https://55hdc.com/; https://www.milbank.com/en/news/milbank-advises-grain-management-on-its-joint-venture-with-stratcap-to-acquire-majority-stake-in-toronto-data-center.html; https://www.datacenterdynamics.com/en/news/grain-stratcap-acquire-former-loblaw-data-center-in-canada/,press release; company/manager page; supporting source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Grain Management | Fund: Not publicly disclosed. | Ownership Interest: Majority stake. Supplemental detail states the fund was not publicly disclosed.
AWS-1 A-Block License,United States,Grain,n.a.,2013,n.a.,n.a.,https://www.verizon.com/about/system/files/quarterly-report-bulletins/vz_2013_q1_quarterly_bulletin.pdf; https://graingp.com/investments/; https://www.fcc.gov/document/att-verizon-wireless-grain-transactions-approved; https://www.lightreading.com/network-technology/at-t-strikes-1-9b-spectrum-deal-with-verizon,manager/company ownership source; company/manager page; supporting source; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Grain Management | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Cincinnati Bell Wireless spectrum licenses,United States,Grain,n.a.,2014,n.a.,n.a.,https://www.altafiber.com/about-us/news/cincinnati-bell-to-sell-wireless-spectrum-licenses; https://graingp.com/investments/; https://graingp.com/news/cincinnati-bell-to-sell-wireless-spectrum-licenses/; https://graingp.com/news/verizon-wireless-to-buy-cincinnati-bells-aws-spectrum/,press release; company/manager page; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Grain Management | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Great Plains Communications,United States,Grain,n.a.,2018,n.a.,n.a.,https://graingp.com/news/leading-private-equity-firm-completes-acquisition-of-the-largest-privately-owned-telecommunications-provider-in-nebraska/; https://graingp.com/news/grain-management-backed-great-plains-communications-completes-acquisition-of-usa-communications/; https://gpcom.com/about-us/; https://gpcom.com/about-us/news/,manager/company ownership source; transaction source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Grain Management | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
