priority,match_status,company_name,country,company_status,owner_source,owner_index,investment_firm,owner_status,ownership_vehicle,investment_year,exact_fund_name,suggested_fund_name,candidate_score,suggested_action,rationale,evidence_urls
ok,declared_na,MNC Transportation,United States,Active,owners[],0,Tiger,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.tigerinfrastructure.com/documents/FG/tigerNew/news/638591_Tiger_Infrastructure_Partners_-_Minnesota_Coaches_Press_Release_December_2024_vF.pdf; https://www.minnesotacoaches.com/about-us/; https://northborne.com/news/northborne-transaction-announcement-minnesota-coaches-has-agreed-to-receive-a-growth-investment-from-tiger-infrastructure-partners; https://www.tigerinfrastructure.com/portfolio/MNC-Transportation
ok,declared_na,Modern Aviation,United States,Active,owners[],1,Tiger,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.apollo.com/insights-news/pressreleases/2023/11/apollo-infrastructure-funds-acquire-majority-stake-in-modern-aviation-2772854; https://www.tigerinfrastructure.com/portfolio/Modern-Aviation; https://www.prnewswire.com/news-releases/tiger-infrastructure-partners-announces-fund-ii-sale-of-fbo-leader-modern-aviation-301976481.html; https://modern-aviation.com/about-us/
ok,declared_na,Monarch Bioenergy,United States,Active,owners[],0,TPG,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://monarchbio.com/press-releases-articles-whitepapers/tpg-rise-climate-accelerates-renewable-energy-development-with-investment-in-monarch-bioenergy-joint-venture; https://monarchbio.com/; https://monarchbio.com/projects; https://monarchbio.com/our-origins
ok,declared_na,Montera Infrastructure,North America,Active,owners[],0,Stonepeak,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://stonepeak.com/news/stonepeak-launches-montera-infrastructure; https://montera.com/; https://www.datacenterdynamics.com/en/news/stonepeak-launches-hyperscale-data-center-platform-montera-infrastructure-with-15bn-commitment/; https://www.datacenterfrontier.com/hyperscale/article/55285618/stonepeak-launches-montera-infrastructure-with-15-billion-to-build-hyperscale-data-centers
ok,declared_na,Monterey Mushrooms,United States,Active,owners[],0,Paine Schwartz Partners,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://ec.europa.eu/competition/mergers/cases1/202535/M_12002_10733619_125_3.pdf; https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32025M12002; https://www.montereymushrooms.com/; https://www.montereymushrooms.com/about-monterey-mushrooms
ok,declared_na,Monterey Mushrooms,United States,Active,owners[],1,BCI,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://ec.europa.eu/competition/mergers/cases1/202535/M_12002_10733619_125_3.pdf; https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32025M12002; https://www.montereymushrooms.com/; https://www.montereymushrooms.com/about-monterey-mushrooms
ok,declared_na,Monterra Energy,Mexico,Active,owners[],0,KKR,Active,n.a.,2015,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.kkr.com/businesses/infrastructure; https://www.kkr.com/
ok,declared_na,Montreal University Hospital Research Center (CRCHUM),Canada,Active,owners[],0,Meridiam,Active,n.a.,2010,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.meridiam.com/assets/montreal-university-hospital-research-center-crchum-canada/; https://www.chumontreal.qc.ca/en/crchum; https://op3.dc.gov/sites/default/files/dc/sites/op3/publication/attachments/Daly%20Unsolicited%20Proposal%20-%20Published%2004.24.18_0.pdf; https://www.meridiam.com/assets/
ok,declared_na,Mosaic Forest Management,Canada,Active,owners[],0,PSP Investments,Active,n.a.,2018,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.mosaicforests.com/news-views/2018/11/mosaic-forest-management-launch-wbcjc; https://www.bci.ca/wp-content/uploads/2024/08/IRR-Program-FS-2024_Secured.pdf; https://www.mosaicforests.com/; https://www.mosaicforests.com/timberlands
ok,declared_na,Nassau Marine Terminal,United States,Active,owners[],0,Ridgewood,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://ridgewoodinfrastructure.com/nassau-marine-terminal/; https://nassauterminal.com/; https://relayterminals.com/savage-and-ridgewood-announce-rebranding-of-east-coast-marine-terminals-as-relay-terminals/
ok,declared_na,National Renewable Solutions,United States,Active,owners[],0,BlackRock,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://natrs.com/wp-content/uploads/2022/04/BlackRockAcquiresNRS_PressRelease_Final.pdf; https://natrs.com/; https://natrs.com/about/
ok,declared_na,Natural Gas Pipeline Co. of America,United States,Active,owners[],0,ArcLight Capital Partners,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.sec.gov/Archives/edgar/data/1506307/000150630723000023/kmi-20221231.htm; https://www.prnewswire.com/news-releases/arclight-acquires-interest-in-natural-gas-pipeline-company-of-america-one-of-the-largest-natural-gas-infrastructure-assets-in-north-america-302453172.html; https://www.lw.com/en/news/latham-watkins-advises-arclight-capital-partners-in-completed-acquisition-of-ngpl; https://www.kindermorgan.com/Operations/Natural_Gas/NGPL
ok,declared_na,Naugatuck Avenue Storage,United States,Active,owners[],0,ArcLight Capital Partners,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.interconnection.fyi/project/isone-1123; https://arclight.com/; https://cleanview.co/planned-battery-projects/connecticut/1089_naugatuck_avenue_battery_storage_req20210108_CT_new_haven_poidevon_115_kv_open_position_between_4t_and_5t/naugatuck-avenue-battery-storage
ok,declared_na,Navisun LLC,United States,Active,owners[],0,OMERS,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://navisunllc.com/news/omers-infrastructure-signs-agreement-with-ares-management-to-acquire-100-of-navisun-llc-signals-entry-into-distributed-generation-space; https://navisunllc.com/; https://navisunllc.com/category/press-releases
ok,declared_na,Neighborhood Property Group,United States,Active,owners[],0,Oaktree / Duration,Active,n.a.,2020,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.kirkland.com/news/press-release/2020/11/kirkland-advises-oaktree-capital-on-reef; https://www.bloomberg.com/news/articles/2020-11-02/oaktree-reef-technology-launch-300-million-property-fund; https://nbrhdpropertygroup.com/about-us/; https://www.oaktreecapital.com/portfolio-companies/infrastructure-investing
ok,declared_na,Neoen S.A.,Canada / Mexico,Active,owners[],0,Temasek,Active,n.a.,2025,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://neoen.com/app/uploads/2025/03/Brookfield-x-Neoen-Offer-Results-20250319.pdf; https://neoen.com/en/about-us-3/; https://canada.neoen.com/; https://www.temasek.com.sg/en/news-and-resources/news-room/speeches/2025/temasek-review-2025-media-briefing
ok,declared_na,Network Wireless Solutions,United States,Active,owners[],0,Grain,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://graingp.com/news/grain-management-announces-acquisition-of-nws/; https://nwsnext.com/blog/grain-management-backed-network-wireless-solutions-nws-acquires-gap-wireless/; https://www.harriswilliams.com/our-insights/harris-williams-advises-network-wireless-solutions-its-sale-grain-management-llc; https://graingp.com/investments/
ok,declared_na,New Leaf Energy,United States,Active,owners[],0,ECP,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.ecpgp.com/about/news-and-insights/press-releases/2022/borrego-completes-spin-off-and-sale-of-solar-and-energy-storage-development-business-to-ecp; https://newleafenergy.com/; https://newleafenergy.com/about/; https://www.ecpgp.com/equity/portfolio/new-leaf-energy
ok,declared_na,New Mexico Gas Company,United States,Active,owners[],0,Emera,Active,n.a.,2016,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.bernhardcapital.com/emera-announces-sale-of-new-mexico-gas-company-to-bcp/; https://www.bernhardcapital.com/portfolio-items/new-mexico-gas-company/; https://www.nmgco.com/en/bcp_purchase; https://www.nmgco.com/en/regulatory_filings
ok,declared_na,NewLevel,United States,Active,owners[],0,Grain,Active,n.a.,2017,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://graingp.com/investments/; https://www.t-mobile.com/news/business/t-mobile-finalizing-sale-of-800-mhz-to-grain; https://graingp.com/news/grain-management-enters-exclusive-arrangement-to-acquire-800-mhz-spectrum-portfolio-from-t-mobile-with-plan-to-support-critical-utility-communications/; https://docs.fcc.gov/public/attachments/DA-25-429A1.pdf
ok,declared_na,"NewLevel II, L.P.",United States,Active,owners[],0,Grain,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://graingp.com/investments/; https://docs.fcc.gov/public/attachments/DOC-370267A1.pdf; https://docs.fcc.gov/public/attachments/DA-21-207A2.pdf; https://www.fcc.gov/auction/107
ok,declared_na,"NewLevel III, L.P.",United States,Active,owners[],0,Grain,Active,n.a.,2022,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://graingp.com/investments/; https://auctiondata.fcc.gov/public/projects/auction110; https://docs.fcc.gov/public/attachments/DA-22-39A3_Rcd.pdf; https://dgtlinfra.com/3-45-ghz-auction-110-results/
ok,declared_na,"Nexamp, Inc.",United States,Active,owners[],0,Manulife,Active,n.a.,2024,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.prnewswire.com/news-releases/nexamp-secures-680-million-investment-to-advance-its-mission-of-making-energy-clean-simple-and-accessible-301356905.html; https://marathoncapital.com/news-events/marathon-capital-advises-nexamp-on-240-million-equity-funding-from-generate-capital; https://www.mitsubishicorp.com/jp/en/news/release/2024/0000053575.html; https://www.pv-tech.org/nexamp-secures-us340-million-financing-for-us-distributed-solar-and-energy-storage/
ok,declared_na,"Next Wave Energy Partners, LP",United States,Active,owners[],0,ECP,Active,n.a.,2015,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.nextwaveenergy.com/news/next-wave-energy-partners-announces-investment-500-million-energy-capital-partners; https://www.nextwaveenergy.com/; https://www.nextwaveenergy.com/about-us; https://www.ecpgp.com/equity/portfolio/next-wave-energy
ok,declared_na,NextDecade Corporation,United States,Active,owners[],0,Mubadala,Active,n.a.,2019,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://investors.next-decade.com/news-releases/news-release-details/nextdecade-announces-us50-million-investment-mubadala; https://investors.next-decade.com/news-releases/news-release-details/nextdecade-registers-shares-previously-issued-mubadala; https://www.next-decade.com/press-release/nextdecade-announces-positive-final-investment-decision-and-financing-for-rio-grande-lng-train-5/; https://www.next-decade.com/
ok,declared_na,NextEra Energy Renewable Assets,United States,Active,owners[],0,OTPP,Active,n.a.,2021,,,,No action unless source review finds a disclosed fund.,The row already follows the n.a. convention for no disclosed fund.,https://www.otpp.com/en-ca/about-us/news-and-insights/2021/ontario-teachers--to-acquire-a-50--interest-in-a-portfolio-of-hi/; https://www.otpp.com/en-ca/investments/our-advantage/our-performance-and-track-record/major-investments/; https://newsroom.nexteraenergy.com/2021-11-30-NextEra-Energy-announces-agreement-to-sell-a-50-interest-in-an-approximately-2%2C520-megawatt-portfolio-renewables-project-to-a-third-party%2C-highlighting-the-value-of-its-best-in-class-development-program?l=12
